KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3,FilePath
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20675/ses-1/anat/sub-20675_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20678/ses-1/anat/sub-20678_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20678/ses-2/anat/sub-20678_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20683/ses-1/anat/sub-20683_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20688/ses-1/anat/sub-20688_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20688/ses-2/anat/sub-20688_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20689/ses-1/anat/sub-20689_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20689/ses-2/anat/sub-20689_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20693/ses-1/anat/sub-20693_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20698/ses-1/anat/sub-20698_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20698/ses-2/anat/sub-20698_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20699/ses-1/anat/sub-20699_ses-1_rec-refaced_run-1_T1w.nii.gz
