Notes,ManualCheck,RenameKeyGroup,MergeInto,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,IntendedForKey07,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
no field map,1,,,datatype-func_suffix-bold_task-frac2back,4,32,,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
dwell time,,,,datatype-func_suffix-bold_task-frac2back,5,24,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
"no field map, dwell time",1,,,datatype-func_suffix-bold_task-frac2back,6,2,3.8E-06,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
remove from study,,,,datatype-func_suffix-bold_task-go2back,1,1,,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
remove from study,,,,datatype-func_suffix-bold_task-hero,1,1,,0.03,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,72,,,,,,,,,32,,1,j-,2,0.0346501
dominant group,,,,datatype-func_suffix-bold_task-idemo,1,1456,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
phasediff field map,,,,datatype-func_suffix-bold_task-idemo,2,15,,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
"phasedif, dwell time",,,,datatype-func_suffix-bold_task-idemo,3,2,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phasediff_suffix-phasediff,90,,,,,,,,,46,,1,j-,3,0.0346501
dwell time,,,,datatype-func_suffix-bold_task-idemo,4,24,3.8E-06,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,46,,1,j-,3,0.0346501
no field map,1,,,datatype-func_suffix-bold_task-idemo,5,30,,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
"no field map, dwell time",1,,,datatype-func_suffix-bold_task-idemo,6,2,3.8E-06,0.032,0.000550002,,90,,,,,,,,,46,,1,j-,3,0.0346501
dominant group,,,,suffix-m0scan,1,217,,0.029,0.000345003,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,20,2,0.875,j-,20,0.0327753
dwell time,,,,suffix-m0scan,2,2,2.7E-06,0.029,0.000345003,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,20,2,0.875,j-,20,0.0327753
no field map,1,,,suffix-m0scan,3,1,,0.029,0.000345003,,90,,,,,,,,,20,2,0.875,j-,20,0.0327753
